Year,Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Fuel Efficiency (Lt/100kms),Distance (km),Mileage (kms/Lt),Years Used,Price
2018,Infiniti,Q5,Sedan,AWD,Charcoal,Black,Gas,Automatic,,6,11.06,63838,9.0,6,33888
2018,Infiniti,Q5,Sedan,AWD,Black,Black,Gas,Automatic,,6,10.74,41009,9.3,6,35888
2020,Infiniti,X5,SUV,AWD,Charcoal,Other Colour,Gas,Other,,4,9.68,55119,10.3,4,37599
2017,Infiniti,Other Model Type,Coupe,AWD,Black,Black,Premium Unleaded,Automatic,,,11.02,99799,9.1,7,37707
2019,Infiniti,Other Model Type,SUV,AWD,Black,White,Gas,Other,2,,10.93,46829,9.1,5,38999
2020,Infiniti,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Other,4,6,10.93,35936,9.1,4,39499
2019,Infiniti,X5,SUV,AWD,Black,Black,Gas,Other,4,4,9.01,27980,11.1,5,39888
2017,Infiniti,X5,SUV,AWD,Grey,White,Gas,Automatic,4,,11.95,97328,8.4,7,22500
2020,Infiniti,Other Model Type,SUV,AWD,Other Colour,White,Premium Unleaded,Other,,,10.93,39254,9.1,4,39998
2021,Infiniti,X5,SUV,AWD,Charcoal,Black,Premium Unleaded,Automatic,,,9.68,18704,10.3,3,44056
2021,Infiniti,X5,SUV,AWD,Charcoal,White,Gas,Automatic,,4,9.68,21737,10.3,3,44110
2019,Infiniti,Other Model Type,SUV,4WD,Charcoal,White,Gas,Automatic,,8,15.06,98700,6.6,5,49077
2019,Infiniti,Other Model Type,SUV,4WD,Other Colour,Other Colour,Gas,Automatic,,8,15.06,34801,6.6,5,52379
2020,Infiniti,Other Model Type,SUV,4WD,Other Colour,Blue,Gas,Automatic,,8,15.33,42402,6.5,4,59989
2023,Infiniti,Other Model Type,SUV,AWD,Brown,Other Colour,Gas,Automatic,5,8,15.12,25,6.6,1,96568
2023,Infiniti,X5,SUV,AWD,Grey,Other Colour,Gas,Automatic,4,4,9.46,25,10.6,1,65118
2023,Infiniti,Q5,Sedan,AWD,Other Colour,Black,Gas,Automatic,4,6,11.06,25,9.0,1,68518
2018,Infiniti,Other Model Type,Sedan,AWD,Black,Other Colour,Gas,Automatic,4,6,11.67,46329,8.6,6,32898
2019,Infiniti,Other Model Type,SUV,4WD,Charcoal,Other Colour,Gas,Automatic,,8,15.06,58309,6.6,5,59998
2015,Infiniti,Q5,Sedan,AWD,Tan,Blue,Gas,Automatic,4,,10.79,129000,9.3,9,19990
2015,Infiniti,Other Model Type,SUV,AWD,Beige,Black,Gas,Other,4,6,10.71,125000,9.3,9,21900
2014,Infiniti,Other Model Type,SUV,AWD,Black,Other Colour,Gasoline Hybrid,Automatic,4,,7.29,110556,13.7,10,27888
2017,Infiniti,Q5,Sedan,AWD,Other Colour,Black,Gas,Automatic,4,6,10.89,106524,9.2,7,28995
2018,Infiniti,Q5,Sedan,AWD,Black,White,Gas,Automatic,4,6,10.74,80000,9.3,6,30950
2017,Infiniti,Other Model Type,SUV,AWD,Black,Black,Gas,Other,2,,10.97,67459,9.1,7,32999
2017,Infiniti,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Other,4,,10.97,65340,9.1,7,32999
2017,Infiniti,Q5,Sedan,AWD,Black,Black,Gas,Automatic,4,6,10.91,90156,9.2,7,34888
2023,Infiniti,Q5,Sedan,AWD,Charcoal,Black,Gas,Automatic,4,6,10.79,90,9.3,1,53322
2023,Infiniti,Q5,Sedan,AWD,Charcoal,Blue,Gas,Automatic,4,6,10.79,90,9.3,1,54072
2022,Infiniti,Other Model Type,Coupe,AWD,Charcoal,Black,Gas,Automatic,2,6,10.68,90,9.4,2,55022
2023,Infiniti,X5,SUV,AWD,Charcoal,Blue,Gas,Other,4,4,9.46,90,10.6,1,58972
2023,Infiniti,X5,SUV,AWD,Charcoal,White,Gas,Other,4,4,9.46,90,10.6,1,58972
2023,Infiniti,X5,SUV,AWD,Grey,White,Gas,Automatic,5,4,9.68,25,10.3,1,59918
2023,Infiniti,X5,SUV,AWD,Other Colour,Other Colour,Gas,Other,4,4,9.68,90,10.3,1,60072
2022,Infiniti,Q5,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,11.06,3975,9.0,2,63622
2023,Infiniti,Q5,Sedan,AWD,Other Colour,White,Gas,Automatic,4,6,11.06,90,9.0,1,64672
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Automatic,4,6,10.73,90,9.3,1,64722
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Automatic,4,6,10.73,650,9.3,1,65472
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,4,6,10.73,90,9.3,1,65472
2023,Infiniti,X5,SUV,AWD,Other Colour,Grey,Gas,Other,4,4,9.46,90,10.6,1,66472
2023,Infiniti,X5,SUV,AWD,Charcoal,White,Gas,Other,4,4,9.46,90,10.6,1,66472
2023,Infiniti,X5,SUV,AWD,Other Colour,Black,Gas,Other,4,4,9.46,90,10.6,1,66822
2023,Infiniti,Q5,Sedan,AWD,Charcoal,Blue,Gas,Automatic,4,6,11.06,7220,9.0,1,67672
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Automatic,4,6,10.73,90,9.3,1,70322
2023,Infiniti,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,5,6,10.73,25,9.3,1,70468
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,3,6,11.02,25,9.1,2,70768
2023,Infiniti,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,6,10.73,90,9.3,1,71072
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Blue,Gas,Automatic,4,6,10.73,90,9.3,1,71072
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,4,6,10.73,90,9.3,1,71072
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Red,Gas,Automatic,3,6,11.02,25,9.1,2,71218
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Grey,Gas,Automatic,2,6,11.02,90,9.1,2,71372
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,White,Gas,Automatic,2,6,11.02,90,9.1,2,71372
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,2,6,11.02,90,9.1,2,71372
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Blue,Gas,Automatic,2,6,11.02,90,9.1,2,71372
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Red,Gas,Automatic,2,6,11.02,90,9.1,2,71822
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Blue,Gas,Automatic,4,6,10.73,90,9.3,1,72852
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Red,Gas,Automatic,3,6,11.02,25,9.1,2,73718
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,2,6,11.02,90,9.1,2,73867
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Grey,Gas,Automatic,2,6,11.02,90,9.1,2,73867
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Blue,Gas,Automatic,2,6,11.02,90,9.1,2,73872
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,2,6,11.02,90,9.1,2,73872
2019,Infiniti,Other Model Type,SUV,4WD,Charcoal,Other Colour,Gas,Automatic,4,,15.06,46230,6.6,5,54995
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Black,Gas,Automatic,4,6,10.73,90,9.3,1,74522
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Black,Gas,Automatic,4,6,10.73,90,9.3,1,74522
2023,Infiniti,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,5,8,15.12,25,6.6,1,96568
2023,Infiniti,Other Model Type,SUV,4WD,Other Colour,Black,Gas,Automatic,,8,15.12,90,6.6,1,97172
2023,Infiniti,Other Model Type,SUV,4x4,Other Colour,Black,Gas,Automatic,4,8,15.12,90,6.6,1,97172
2023,Infiniti,Other Model Type,SUV,4x4,Other Colour,White,Gas,Automatic,4,8,15.54,90,6.4,1,97172
2009,Infiniti,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,10.42,168411,9.6,15,8800
2012,Infiniti,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,4,6,9.95,190704,10.1,12,10999
2015,Infiniti,Q5,Sedan,AWD,Black,Black,Gas,Automatic,4,6,10.79,175000,9.3,9,18885
2011,Infiniti,X3,SUV,AWD,Black,White,Gas,Automatic,4,6,11.5,135932,8.7,13,18988
2015,Infiniti,Q5,Sedan,AWD,Beige,Other Colour,Gas,Automatic,4,6,10.79,122000,9.3,9,19999
2012,Infiniti,X5,SUV,4x4,Black,White,Gas,Automatic,4,8,13.27,147000,7.5,12,23995
2020,Infiniti,Other Model Type,SUV,AWD,Charcoal,Blue,Gas,Automatic,,6,10.93,68095,9.1,4,36573
2020,Infiniti,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,,6,10.93,78220,9.1,4,38779
2019,Infiniti,Q5,Sedan,AWD,Other Colour,Black,Gas,Automatic,,6,11.06,35516,9.0,5,39990
2021,Infiniti,Q5,Sedan,AWD,Other Colour,Black,Gas,Automatic,,6,10.74,15800,9.3,3,41990
2020,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,2,6,10.68,48319,9.4,4,42878
2023,Infiniti,X5,SUV,AWD,Grey,Black,Gas,Automatic,4,4,9.46,25,10.6,1,58368
2023,Infiniti,X5,SUV,AWD,Grey,Grey,Gas,Automatic,4,4,9.46,25,10.6,1,58368
2023,Infiniti,Q5,Sedan,AWD,Grey,White,Gas,Automatic,4,6,10.74,25,9.3,1,60368
2023,Infiniti,Other Model Type,SUV,AWD,Grey,White,Gas,Automatic,5,6,10.73,25,9.3,1,64868
2023,Infiniti,X5,SUV,AWD,Grey,Grey,Gas,Automatic,4,4,9.46,25,10.6,1,65868
2023,Infiniti,Other Model Type,SUV,AWD,Brown,Black,Gas,Automatic,5,6,10.73,25,9.3,1,72718
2022,Infiniti,Other Model Type,Coupe,AWD,Black,White,Gas,Automatic,3,6,11.02,25,9.1,2,73268
2022,Infiniti,Other Model Type,Coupe,AWD,Black,Other Colour,Gas,Automatic,3,6,11.02,25,9.1,2,73268
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,3,6,11.02,25,9.1,2,73268
2023,Infiniti,Other Model Type,SUV,AWD,Brown,Black,Gas,Automatic,5,8,15.12,25,6.6,1,96568
2023,Infiniti,Other Model Type,SUV,AWD,Grey,Blue,Gas,Automatic,5,8,15.12,25,6.6,1,96568
2023,Infiniti,Other Model Type,SUV,AWD,Grey,Other Colour,Gas,Automatic,5,8,15.12,25,6.6,1,96568
2004,Infiniti,Other Model Type,Coupe,RWD,Black,White,Gas,Automatic,2,,10.51,159000,9.5,20,7998
2019,Infiniti,Q5,Sedan,AWD,Black,Blue,Gas,Automatic,4,6,10.74,63544,9.3,5,26471
2020,Infiniti,X5,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,4,4,9.68,86750,10.3,4,33979
2023,Infiniti,X5,SUV,AWD,Grey,Blue,Gas,Automatic,5,4,9.68,25,10.3,1,61468
2023,Infiniti,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,,6,10.73,1442,9.3,1,65990
2011,Infiniti,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,,6,9.95,169942,10.1,13,10994
2019,Infiniti,Q5,Sedan,AWD,Black,Black,Gas,Automatic,4,6,10.74,39000,9.3,5,33950
2020,Infiniti,X5,SUV,AWD,Charcoal,Black,Premium Unleaded,Other,,,9.68,60000,10.3,4,36997
2016,Infiniti,Q5,Sedan,AWD,Black,Blue,Gas,Automatic,4,,9.61,155270,10.4,8,18888
2015,Infiniti,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,,,10.71,137000,9.3,9,18995
2016,Infiniti,X5,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,,11.9,82298,8.4,8,18995
2015,Infiniti,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,6,10.71,119000,9.3,9,19878
2017,Infiniti,X3,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.43,120628,10.6,7,19885
2017,Infiniti,X5,Wagon,AWD,Beige,White,Gas,Automatic,,,11.95,99000,8.4,7,20995
2017,Infiniti,X5,SUV,AWD,Black,Other Colour,Gas,Automatic,4,,11.95,80000,8.4,7,20995
2017,Infiniti,X5,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,11.95,97628,8.4,7,21490
2017,Infiniti,X3,Wagon,AWD,Beige,Black,Gas,Automatic,,,9.43,101000,10.6,7,21995
2017,Infiniti,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,6,10.97,155889,9.1,7,22000
2017,Infiniti,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,,10.97,124238,9.1,7,24900
2018,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Automatic,4,,10.93,121449,9.1,6,25998
2017,Infiniti,Q5,Sedan,AWD,Black,White,Gas,Automatic,4,,10.89,70689,9.2,7,26995
2019,Infiniti,X5,SUV,AWD,Charcoal,White,Gas,Other,4,,9.01,83372,11.1,5,26995
2018,Infiniti,Q5,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,,6,10.74,69417,9.3,6,27888
2017,Infiniti,Other Model Type,SUV,AWD,Black,Blue,Premium Unleaded,Other,5,6,10.97,82864,9.1,7,27991
2017,Infiniti,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,6,10.97,82173,9.1,7,27995
2019,Infiniti,Q5,Sedan,AWD,Charcoal,Other Colour,Gas,Automatic,4,,10.74,77641,9.3,5,28995
2019,Infiniti,X5,Wagon,AWD,Other Colour,Other Colour,Gas,Other,,4,9.01,86065,11.1,5,29488
2019,Infiniti,Q5,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,10.74,48709,9.3,5,29888
2018,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,6,10.93,70199,9.1,6,29888
2019,Infiniti,Q5,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,,6,10.74,58970,9.3,5,29888
2019,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,92570,9.1,5,29888
2018,Infiniti,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,6,10.93,67000,9.1,6,29888
2018,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Other,4,6,10.93,88600,9.1,6,29910
2019,Infiniti,Other Model Type,SUV,AWD,Charcoal,Blue,Gas,Other,4,,10.93,52790,9.1,5,29995
2019,Infiniti,X5,Wagon,AWD,Other Colour,Other Colour,Gas,Other,,4,9.01,76857,11.1,5,30388
2019,Infiniti,X5,SUV,AWD,Other Colour,Other Colour,Gas,Other,,4,9.01,84689,11.1,5,30888
2019,Infiniti,Q5,Sedan,AWD,Black,Blue,Gas,Automatic,4,6,10.74,69494,9.3,5,30898
2018,Infiniti,Q5,Sedan,AWD,Beige,Grey,Gas,Automatic,4,6,10.74,59000,9.3,6,30995
2019,Infiniti,X5,SUV,AWD,Charcoal,Black,Gas,Automatic,4,,9.01,65000,11.1,5,31220
2019,Infiniti,X5,Wagon,AWD,Other Colour,Other Colour,Gas,Other,,4,9.01,60585,11.1,5,31388
2018,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,56771,9.1,6,31888
2018,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,50997,9.1,6,31888
2019,Infiniti,Q5,Sedan,AWD,Charcoal,Other Colour,Gas,Automatic,4,6,10.74,65458,9.3,5,31910
2019,Infiniti,Other Model Type,SUV,AWD,Black,Black,Premium Unleaded,Other,4,6,10.93,75020,9.1,5,31990
2019,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,69845,9.1,5,32588
2019,Infiniti,X5,SUV,AWD,Black,Grey,Gas,Other,4,4,9.01,90369,11.1,5,32888
2019,Infiniti,X5,SUV,AWD,Black,White,Gas,Other,4,4,9.01,49591,11.1,5,32898
2019,Infiniti,X5,Wagon,AWD,Black,Other Colour,Premium Unleaded,Other,5,4,9.01,59133,11.1,5,32990
2018,Infiniti,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,6,10.93,49564,9.1,6,32990
2019,Infiniti,Other Model Type,SUV,AWD,Charcoal,Black,Gas,Other,4,6,10.93,54000,9.1,5,33460
2019,Infiniti,X5,SUV,AWD,Other Colour,Black,Gas,Other,,4,9.01,46695,11.1,5,33888
2019,Infiniti,Q5,Sedan,AWD,Charcoal,Black,Gas,Automatic,4,6,10.74,51130,9.3,5,33888
2018,Infiniti,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,6,10.93,43168,9.1,6,34250
2019,Infiniti,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,4,,10.93,56978,9.1,5,34871
2019,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,37982,9.1,5,35488
2018,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,,6,10.64,62504,9.4,6,36888
2020,Infiniti,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Other,4,6,10.93,57123,9.1,4,36888
2020,Infiniti,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Other,4,6,10.93,37000,9.1,4,36995
2020,Infiniti,Other Model Type,SUV,AWD,Charcoal,Other Colour,Gas,Other,4,6,10.93,36882,9.1,4,37500
2019,Infiniti,Q5,Sedan,AWD,Charcoal,White,Gas,Automatic,4,6,10.74,1900,9.3,5,37910
2020,Infiniti,X5,SUV,AWD,Black,White,Gas,Other,4,4,9.68,36524,10.3,4,37987
2020,Infiniti,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Other,4,6,10.93,33303,9.1,4,38470
2020,Infiniti,Other Model Type,SUV,AWD,Beige,White,Gas,Other,4,6,10.93,26025,9.1,4,38995
2020,Infiniti,X5,Wagon,AWD,Other Colour,Other Colour,Gas,Other,,4,9.68,28543,10.3,4,39888
2020,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,30611,9.1,4,39888
2020,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,4,6,10.93,63414,9.1,4,39888
2020,Infiniti,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Other,4,6,10.93,55562,9.1,4,39888
2021,Infiniti,Q5,Sedan,AWD,Charcoal,White,Gas,Automatic,4,6,10.79,4900,9.3,3,40709
2020,Infiniti,Q5,Sedan,AWD,Black,White,Gas,Automatic,4,6,10.79,5912,9.3,4,40995
2019,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,2,6,11.02,84938,9.1,5,41788
2019,Infiniti,Other Model Type,SUV,4x4,Other Colour,Other Colour,Gas,Automatic,4,8,15.06,108866,6.6,5,46188
2021,Infiniti,X5,SUV,AWD,Charcoal,White,Gas,Other,4,4,9.68,12250,10.3,3,50988
2019,Infiniti,Other Model Type,SUV,4x4,Other Colour,Other Colour,Gas,Automatic,4,8,15.06,41158,6.6,5,55888
2019,Infiniti,Other Model Type,SUV,4x4,Brown,Other Colour,Gas,Automatic,4,,15.06,55314,6.6,5,59499
2014,Infiniti,Other Model Type,SUV,AWD,Black,White,Regular Unleaded,Automatic,4,,9.51,174389,10.5,10,14995
2015,Infiniti,X5,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,,11.9,114500,8.4,9,18888
2015,Infiniti,X5,Wagon,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,6,12.0,113095,8.3,9,18990
2015,Infiniti,Q5,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,10.79,110219,9.3,9,20988
2017,Infiniti,X3,SUV,AWD,Black,White,Gas,Automatic,4,,9.43,110049,10.6,7,21998
2018,Infiniti,Q5,Sedan,AWD,Black,White,Gas,Automatic,4,6,10.74,70885,9.3,6,28299
2018,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,,6,10.93,93487,9.1,6,28888
2019,Infiniti,X5,Wagon,AWD,Black,Blue,Gas,Other,4,4,9.01,87500,11.1,5,29900
2017,Infiniti,Other Model Type,SUV,AWD,Black,White,Gas,Other,4,6,10.97,81616,9.1,7,29987
2018,Infiniti,Q5,Sedan,AWD,Grey,Black,Gas,Automatic,4,6,10.74,74476,9.3,6,30888
2019,Infiniti,Other Model Type,SUV,AWD,Charcoal,Black,Gas,Other,4,6,10.93,56419,9.1,5,35898
2019,Infiniti,Other Model Type,SUV,AWD,Charcoal,Other Colour,Gas,Other,4,6,10.93,43802,9.1,5,41398
2023,Infiniti,X5,SUV,AWD,Grey,Grey,Gas,Automatic,4,4,9.46,90,10.6,1,59193
2022,Infiniti,Other Model Type,SUV,4x4,Charcoal,Black,Gas,Automatic,4,8,15.12,24854,6.6,2,74898
2013,Infiniti,X3,SUV,AWD,Black,Black,Premium Unleaded,Other,4,6,10.15,246820,9.9,11,11998
2014,Infiniti,Q5,Sedan,AWD,Beige,Other Colour,Gas,Automatic,4,6,9.39,202000,10.6,10,13900
2014,Infiniti,X5,Wagon,AWD,Black,Grey,Gas,Automatic,,,10.3,167000,9.7,10,13995
2013,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,2,6,9.95,150000,10.1,11,17950
2014,Infiniti,Q5,Sedan,AWD,Black,Grey,Gas,Automatic,4,6,10.74,132544,9.3,10,19900
2016,Infiniti,X5,SUV,AWD,Brown,Other Colour,Gas,Automatic,4,6,11.9,138000,8.4,8,22895
2014,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gasoline Hybrid,Other,,4,7.29,117896,13.7,10,25888
2017,Infiniti,Q5,Sedan,AWD,Grey,Blue,Gas,Automatic,4,6,10.89,67250,9.2,7,32888
2020,Infiniti,X5,Wagon,AWD,Other Colour,Other Colour,Gas,Automatic,,4,9.68,90,10.3,4,54269
2022,Infiniti,X5,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,,4,9.68,90,10.3,2,55795
2023,Infiniti,X5,SUV,4WD,Other Colour,Black,Gas,Automatic,,4,9.46,90,10.6,1,57490
2023,Infiniti,X5,SUV,4WD,Other Colour,White,Gas,Automatic,,4,9.46,90,10.6,1,58240
2023,Infiniti,X5,SUV,4WD,Other Colour,Other Colour,Gas,Automatic,,4,9.46,90,10.6,1,62240
2023,Infiniti,X5,SUV,4WD,Charcoal,Blue,Gas,Automatic,,4,9.46,90,10.6,1,62252
2023,Infiniti,X5,SUV,AWD,Grey,Grey,Gas,Automatic,4,4,9.46,25,10.6,1,62368
2023,Infiniti,X5,SUV,4WD,Other Colour,Red,Gas,Automatic,,4,9.46,90,10.6,1,62690
2022,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Automatic,,6,10.82,90,9.2,2,62695
2023,Infiniti,X5,SUV,4WD,Other Colour,Black,Gas,Automatic,,4,9.46,90,10.6,1,62982
2023,Infiniti,X5,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,,4,9.68,90,10.3,1,63352
2023,Infiniti,X5,SUV,4WD,Charcoal,White,Gas,Automatic,,4,9.46,90,10.6,1,63732
2023,Infiniti,X5,SUV,4WD,Other Colour,White,Gas,Automatic,,4,9.46,90,10.6,1,63732
2023,Infiniti,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,,6,10.73,90,9.3,1,64740
2023,Infiniti,X5,SUV,4WD,Charcoal,Black,Gas,Automatic,,4,9.46,90,10.6,1,65502
2023,Infiniti,X5,SUV,4WD,Other Colour,Other Colour,Gas,Automatic,,4,9.46,90,10.6,1,65740
2023,Infiniti,X5,SUV,4WD,Other Colour,Black,Gas,Automatic,,4,9.46,90,10.6,1,66090
2023,Infiniti,X5,SUV,4WD,Other Colour,Other Colour,Gas,Automatic,,4,9.46,90,10.6,1,66090
2021,Infiniti,Q5,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,,6,11.06,90,9.0,3,66116
2023,Infiniti,X5,SUV,4WD,Charcoal,White,Gas,Automatic,,4,9.46,90,10.6,1,66252
2023,Infiniti,X5,SUV,4WD,Charcoal,Other Colour,Gas,Automatic,,4,9.46,90,10.6,1,67732
2023,Infiniti,X5,SUV,4WD,Charcoal,Grey,Gas,Automatic,,4,9.46,90,10.6,1,67732
2023,Infiniti,Other Model Type,SUV,AWD,Beige,Blue,Gas,Automatic,,6,10.73,90,9.3,1,69482
2023,Infiniti,Q5,Sedan,AWD,Other Colour,Red,Gas,Automatic,,6,11.06,90,9.0,1,69882
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Blue,Gas,Automatic,,6,10.73,90,9.3,1,70232
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,,6,10.73,90,9.3,1,70232
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,,6,11.02,90,9.1,2,70640
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Blue,Gas,Automatic,,6,11.02,90,9.1,2,70795
2023,Infiniti,X5,SUV,4WD,Other Colour,Black,Gas,Automatic,,4,9.46,90,10.6,1,71232
2023,Infiniti,X5,SUV,4WD,Charcoal,Grey,Gas,Automatic,,4,9.46,90,10.6,1,71232
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,White,Gas,Automatic,,6,11.02,90,9.1,2,73140
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,,6,11.02,90,9.1,2,73140
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,,6,11.02,90,9.1,2,73140
2022,Infiniti,Other Model Type,Coupe,AWD,Charcoal,Black,Gas,Automatic,,6,11.02,90,9.1,2,73295
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Red,Gas,Automatic,,6,11.02,90,9.1,2,73590
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Blue,Gas,Automatic,,6,11.02,90,9.1,2,73895
2023,Infiniti,Other Model Type,SUV,AWD,Grey,Black,Gas,Automatic,5,6,10.73,25,9.3,1,73918
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Grey,Gas,Automatic,,6,11.02,90,9.1,2,74652
2023,Infiniti,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,6,10.73,90,9.3,1,75832
2023,Infiniti,Other Model Type,SUV,AWD,Charcoal,White,Gas,Automatic,,6,10.73,90,9.3,1,75832
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Grey,Gas,Automatic,,6,11.02,90,9.1,2,76132
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,,6,11.02,90,9.1,2,78632
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Grey,Gas,Automatic,,6,11.02,90,9.1,2,78632
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Blue,Gas,Automatic,,6,11.02,90,9.1,2,78632
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,Other Colour,Gas,Automatic,,6,11.02,90,9.1,2,78632
2022,Infiniti,Other Model Type,Coupe,AWD,Other Colour,White,Gas,Automatic,,6,11.02,90,9.1,2,78632
