Year,Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Fuel Efficiency (Lt/100kms),Distance (km),Mileage (kms/Lt),Years Used,Purchase Price,Current Market Price
2011,Nissan,Other Model Type,Sedan,FWD,Grey,White,Gas,Automatic,4,,7.17,280406,13.9,13,4990,60.14
2005,Nissan,Other Model Type,Sedan,FWD,Beige,Other Colour,Gas,Automatic,4,4,8.64,163000,11.6,19,5995,17.33
2012,Nissan,Other Model Type,Sedan,FWD,Other Colour,Other Colour,Gas,Other,4,,7.56,222400,13.2,12,5999,103.25
2011,Nissan,Rogue,SUV,FWD,Black,Grey,Gas,Other,4,4,8.1,171000,12.3,13,6900,133.43
2014,Nissan,Other Model Type,Hatchback,FWD,Black,Black,Gas,Automatic,5,,6.01,206012,16.6,10,6990,161.8
2008,Nissan,Other Model Type,Sedan,FWD,Grey,White,Gas,Automatic,4,,7.69,114551,13.0,16,6990,112.24
2013,Nissan,Rogue,SUV,AWD,Black,Black,Gas,Automatic,4,4,8.75,263530,11.4,11,7495,123.3
2010,Nissan,Rogue,SUV,FWD,Black,White,Gas,Other,4,4,8.34,189590,12.0,14,8499,127.75
2015,Nissan,Other Model Type,Hatchback,FWD,Grey,White,Gas,Automatic,4,,7.24,171429,13.8,9,8500,257.68
2008,Nissan,Other Model Type,Truck,4x4,Grey,Black,Gas,Automatic,2,8,15.39,290000,6.5,16,8800,58.67
2013,Nissan,Other Model Type,Sedan,FWD,Grey,Grey,Gas,Automatic,4,,6.22,127145,16.1,11,8990,294.98
2015,Nissan,Other Model Type,Hatchback,FWD,Black,Grey,Gas,Other,4,4,7.27,216000,13.8,9,8999,219.0
2015,Nissan,Other Model Type,Hatchback,FWD,Black,Other Colour,Gas,Automatic,4,4,7.75,138972,12.9,9,9888,365.06
2015,Nissan,Other Model Type,Hatchback,FWD,Black,White,Gas,Other,4,4,7.24,159260,13.8,9,9888,321.3
2013,Nissan,Rogue,SUV,AWD,Black,White,Gas,Automatic,4,4,9.8,189800,10.2,11,9995,225.11
2016,Nissan,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,,7.5,198128,13.3,8,10995,316.97
2013,Nissan,Other Model Type,Sedan,FWD,Grey,White,Gas,Automatic,4,4,6.22,109215,16.1,11,11800,445.41
2015,Nissan,Other Model Type,Sedan,FWD,Grey,White,Gas,Automatic,4,,7.5,135539,13.3,9,11998,453.41
2012,Nissan,Other Model Type,Coupe,FWD,Black,Black,Gas,Automatic,2,6,9.23,150901,10.8,12,11999,298.3
2012,Nissan,Other Model Type,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,6,9.46,96000,10.6,12,12900,486.79
2015,Nissan,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,,7.5,94502,13.3,9,12995,683.93
2014,Nissan,Rogue,SUV,AWD,Black,Black,Gas,Other,4,,7.3,154501,13.7,10,13995,425.38
2016,Nissan,Other Model Type,Hatchback,FWD,Grey,White,Gas,Other,4,4,7.24,94129,13.8,8,14880,857.4
2016,Nissan,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,6,9.51,210125,10.5,8,14995,408.72
2014,Nissan,Other Model Type,Sedan,FWD,Beige,Grey,Gas,Automatic,4,,6.42,110517,15.6,10,15580,646.38
2014,Nissan,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,,6.42,81250,15.6,10,15990,876.16
2017,Nissan,Rogue,SUV,FWD,Black,Other Colour,Gas,Automatic,4,,8.21,123813,12.2,7,17995,874.11
2017,Nissan,Other Model Type,Sedan,FWD,Other Colour,Other Colour,Gas,Other,4,,9.62,86080,10.4,7,20995,1420.35
2017,Nissan,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,6,9.94,129025,10.1,7,22958,1073.38
2016,Nissan,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,6,9.51,89102,10.5,8,24990,1512.99
2017,Nissan,Other Model Type,Truck,RWD,Grey,Other Colour,Gas,Automatic,4,6,12.91,39587,7.7,7,25990,3406.84
2023,Nissan,Other Model Type,SUV,FWD,Charcoal,White,Gas,Automatic,5,4,7.21,199,13.9,1,27119,25260.37
2022,Nissan,Other Model Type,Sedan,FWD,Black,Other Colour,Gas,Other,4,4,7.1,14000,14.1,2,27995,10498.12
2023,Nissan,Other Model Type,Sedan,FWD,Other Colour,Black,Gas,Automatic,4,4,7.65,199,13.1,1,28764,26792.63
2023,Nissan,Other Model Type,Sedan,FWD,Other Colour,Black,Gas,Automatic,4,4,7.65,199,13.1,1,29394,27379.45
2020,Nissan,Rogue,SUV,AWD,Other Colour,Other Colour,Gas,Other,4,4,8.66,85768,11.5,4,29999,2505.97
2021,Nissan,Rogue,SUV,FWD,Other Colour,Other Colour,Gas,Other,2,4,8.04,43500,12.4,3,30588,4859.78
2020,Nissan,Other Model Type,SUV,4x4,Charcoal,White,Gas,Other,4,6,10.66,119665,9.4,4,32108,1980.98
2020,Nissan,Rogue,SUV,AWD,Black,Blue,Gas,Automatic,4,,8.66,11300,11.5,4,39899,14985.54
2023,Nissan,Other Model Type,SUV,AWD,Grey,Grey,Gas,Automatic,5,6,10.43,199,9.6,1,48284,44974.8
2023,Nissan,Other Model Type,SUV,4x4,Charcoal,Black,Gas,Automatic,5,6,10.52,199,9.5,1,48884,45533.68
2023,Nissan,Other Model Type,Sedan,FWD,Charcoal,White,Gas,Automatic,4,6,9.94,199,10.1,1,51021,47524.22
2023,Nissan,Other Model Type,Truck,4x4,Other Colour,Black,Gas,Automatic,4,6,12.46,25,8.0,1,52459,49711.77
2023,Nissan,Other Model Type,SUV,4x4,Charcoal,Other Colour,Gas,Automatic,5,6,10.52,199,9.5,1,56184,52333.37
2023,Nissan,Other Model Type,SUV,4x4,Charcoal,White,Gas,Automatic,5,6,10.52,199,9.5,1,56184,52333.37
2023,Nissan,Other Model Type,SUV,4x4,Brown,Red,Gas,Automatic,5,8,15.43,199,6.5,1,84509,78717.08
2016,Nissan,Other Model Type,Hatchback,FWD,Black,Black,Gas,Automatic,4,4,7.75,104373,12.9,8,10888,571.18
2019,Nissan,Other Model Type,SUV,AWD,Charcoal,Black,Gas,Other,4,6,10.26,89704,9.7,5,27108,2039.14
2016,Nissan,Other Model Type,Sedan,FWD,Grey,Black,Gas,Other,4,4,7.5,228000,13.3,8,5500,138.66
2020,Nissan,Other Model Type,SUV,AWD,Charcoal,Black,Gas,Automatic,4,,8.42,73545,11.9,4,28950,2772.16
2012,Nissan,Other Model Type,Sedan,FWD,Beige,Black,Gas,Automatic,4,,7.17,246190,13.9,12,5990,93.52
2009,Nissan,Other Model Type,Sedan,FWD,Black,Grey,Gas,Automatic,4,,9.41,228798,10.6,15,5990,62.71
2007,Nissan,Other Model Type,SUV,4WD,Other Colour,Other Colour,Gas,Automatic,4,6,13.1,1,7.6,17,5990,898.41
2009,Nissan,Other Model Type,Sedan,FWD,Beige,Other Colour,Gas,Other,4,4,7.69,168000,13.0,15,6500,91.29
2009,Nissan,Other Model Type,Sedan,FWD,Black,Other Colour,Gas,Other,4,4,7.17,205550,13.9,15,6995,81.13
2019,Nissan,Other Model Type,Hatchback,FWD,Charcoal,Black,Gas,Other,4,,7.21,19828,13.9,5,22995,5781.9
2006,Nissan,Other Model Type,SUV,4WD,Grey,Grey,Gas,Automatic,4,,12.66,186002,7.9,18,7995,40.79
2014,Nissan,Other Model Type,Hatchback,FWD,Grey,White,Gas,Other,4,4,6.01,222819,16.6,10,7995,171.7
2011,Nissan,Rogue,SUV,FWD,Black,White,Gas,Automatic,4,,8.1,173613,12.3,13,7995,152.4
2017,Nissan,Other Model Type,Wagon,AWD,Black,White,Gas,Other,2,6,9.94,127225,10.1,7,22373,1059.75
2015,Nissan,Other Model Type,Hatchback,FWD,Black,Blue,Gas,Automatic,4,4,7.75,204561,12.9,9,8888,227.83
2015,Nissan,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,,7.5,125748,13.3,9,8900,360.59
2013,Nissan,Rogue,SUV,FWD,Black,White,Gas,Other,4,4,8.1,200000,12.3,11,9300,199.29
2012,Nissan,Rogue,SUV,FWD,Black,White,Gas,Automatic,4,4,8.1,165602,12.3,12,9500,216.4
2014,Nissan,Other Model Type,Hatchback,FWD,Black,Black,Gas,Other,4,4,6.01,183000,16.6,10,9500,246.11
2009,Nissan,Other Model Type,Sedan,FWD,Grey,Blue,Gas,Other,4,4,7.17,67000,13.9,15,9500,308.44
2021,Nissan,Other Model Type,SUV,FWD,Charcoal,Other Colour,Gas,Other,4,,7.21,12742,13.9,3,27800,10390.47
2011,Nissan,Rogue,SUV,AWD,Black,Black,Gas,Automatic,4,,8.58,150000,11.7,13,9990,218.53
2014,Nissan,Other Model Type,Sedan,FWD,Other Colour,Blue,Gas,Other,4,4,6.01,141297,16.6,10,9995,330.31
2015,Nissan,Rogue,SUV,AWD,Black,White,Gas,Other,4,,8.55,196450,11.7,9,9995,266.28
2013,Nissan,Rogue,SUV,FWD,Black,Black,Gas,Automatic,4,4,8.1,168000,12.3,11,10450,264.19
2011,Nissan,Other Model Type,SUV,4x4,Grey,Grey,Gas,Automatic,4,,12.83,169000,7.8,13,11490,224.66
2014,Nissan,Other Model Type,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,4,6.24,141640,16.0,10,12995,428.48
2014,Nissan,Rogue,SUV,AWD,Black,Grey,Gas,Other,4,,7.3,212562,13.7,10,12995,291.94
2016,Nissan,Other Model Type,SUV,4x4,Black,Other Colour,Gas,Other,4,6,10.85,171172,9.2,8,12999,430.5
2017,Nissan,Other Model Type,Crew Cab,4x4,Grey,Black,Gas,Automatic,4,,13.87,280000,7.2,7,14995,336.09
2017,Nissan,Rogue,SUV,AWD,Black,Other Colour,Gas,Automatic,4,,8.61,204742,11.6,7,15995,484.15
2019,Nissan,Other Model Type,Sedan,AWD,Black,White,Gas,Other,4,6,9.94,44533,10.1,5,31977,4397.84
2020,Nissan,Other Model Type,SUV,FWD,Black,Blue,Gas,Other,4,4,7.21,92940,13.9,4,17880,1389.55
2019,Nissan,Other Model Type,Hatchback,FWD,Black,Red,Gas,Automatic,4,,7.93,33244,12.6,5,17995,3120.95
2020,Nissan,Other Model Type,Minivan,FWD,Black,White,Gas,Automatic,4,4,9.35,54510,10.7,4,23935,2968.22
2019,Nissan,Rogue,SUV,AWD,Grey,Grey,Gas,Automatic,4,,8.66,72000,11.5,5,26555,2428.81
2009,Nissan,Other Model Type,Hatchback,FWD,Black,Red,Gas,Automatic,5,,7.07,241636,14.1,15,3990,39.64
2008,Nissan,Other Model Type,Sedan,FWD,Grey,Other Colour,Gas,Automatic,4,,7.33,129984,13.6,16,5990,85.58
2015,Nissan,Other Model Type,Hatchback,FWD,Black,Black,Gas,Automatic,4,4,7.75,108269,12.9,9,10888,506.34
2015,Nissan,Other Model Type,Hatchback,FWD,Other Colour,White,Regular Unleaded,Automatic,4,,7.75,61936,12.9,9,15495,1184.7
2017,Nissan,Other Model Type,Truck,RWD,Charcoal,Black,Gas,Automatic,4,,12.15,122542,8.2,7,16995,833.45
2008,Other Brand,Other Model Type,Convertible,RWD,Beige,Black,Gas,Automatic,2,12,17.66,42893,5.7,16,239910,9071.52
2016,Other Brand,Other Model Type,Coupe,RWD,Red,Black,Gas,Automatic,2,12,15.0,10000,6.7,8,334500,100350.0
2017,Other Brand,Other Model Type,Convertible,RWD,Black,Other Colour,Gas,Automatic,2,,16.36,19000,6.1,7,358888,80440.41
2018,Other Brand,Other Model Type,Convertible,RWD,Black,Black,Gas,Automatic,2,12,16.68,23000,6.0,6,458888,97339.88
2022,Other Brand,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,,16.09,104,6.2,2,597499,532214.07
2020,Other Brand,Other Model Type,Coupe,RWD,Beige,Grey,Gas,Automatic,2,12,16.68,10000,6.0,4,699990,279996.0
2014,Other Brand,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,2,,15.0,71800,6.7,10,208950,12772.0
2017,Other Brand,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,12,16.36,6218,6.1,7,339995,136266.34
2019,Other Brand,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,2,12,16.68,9800,6.0,5,478888,181396.97
2020,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Blue,Gas,Automatic,2,12,16.68,12750,6.0,4,529787,186298.73
2019,Other Brand,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,12,16.09,4453,6.2,5,529988,275023.18
2021,Other Brand,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,12,16.36,13821,6.1,3,548155,195597.06
2022,Other Brand,Other Model Type,SUV,AWD,Red,Other Colour,Gas,Automatic,4,12,16.09,1765,6.2,2,592500,453251.17
2020,Other Brand,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,12,16.09,8957,6.2,4,599999,253204.2
2022,Other Brand,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,12,16.09,4614,6.2,2,619000,381209.8
2020,Other Brand,Other Model Type,Sedan,RWD,Other Colour,Blue,Gas,Automatic,4,12,16.09,3149,6.2,4,629998,383297.89
2022,Other Brand,Other Model Type,SUV,AWD,Other Colour,Red,Gas,Automatic,4,12,16.09,7055,6.2,2,649998,343006.86
2020,Other Brand,Other Model Type,Sedan,RWD,Other Colour,White,Gas,Automatic,4,12,16.09,4294,6.2,4,669000,374422.83
2021,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Black,Gas,Automatic,2,12,16.68,600,6.0,3,699998,561319.15
2022,Other Brand,Other Model Type,Sedan,AWD,Other Colour,Black,Gas,Automatic,4,12,16.36,88,6.1,2,525000,468378.27
2006,Other Brand,Grand,SUV,4x4,Black,Red,Gas,Automatic,4,6,11.21,138893,8.9,18,6990,46.95
2011,Other Brand,Other Model Type,Hatchback,AWD,Black,Blue,Gas,Other,4,4,7.96,169000,12.6,13,8995,175.88
2021,Volkswagen,Jetta,Sedan,FWD,Black,Blue,Gas,Automatic,4,4,7.1,73306,14.1,3,30139,3075.19
2021,Volkswagen,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,,8.36,71169,12.0,3,31890,3339.51
2022,Volkswagen,Jetta,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,,7.88,6250,12.7,2,38872,21529.11
2021,Volkswagen,Jetta,Sedan,FWD,Black,White,Gas,Automatic,4,,7.1,71600,14.1,3,31988,3332.08
2019,Volkswagen,Jetta,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,4,6.95,115918,14.4,5,19990,1190.66
2017,Volkswagen,Other Model Type,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,4,8.71,146338,11.5,7,19990,831.12
2018,Volkswagen,Tiguan,SUV,FWD,Black,Black,Gas,Automatic,4,4,9.74,138738,10.3,6,20990,987.84
2019,Volkswagen,Tiguan,SUV,AWD,Black,Blue,Gas,Automatic,4,4,9.75,140441,10.3,5,26990,1345.54
2007,Volkswagen,Other Model Type,Hatchback,FWD,Grey,White,Gas,Manual,2,5,9.12,155605,11.0,17,3999,36.22
2013,Volkswagen,Other Model Type,Sedan,FWD,Black,Black,Diesel,Automatic,4,4,5.86,186872,17.1,11,9999,228.55
2014,Volkswagen,Other Model Type,Sedan,FWD,Black,White,Diesel,Automatic,4,4,5.86,173450,17.1,10,13800,376.12
2021,Volkswagen,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,4,10.89,37150,9.2,3,38999,7030.57
2015,Volkswagen,Jetta,Sedan,FWD,Other Colour,Other Colour,Gas,Automatic,2,4,7.95,84038,12.6,9,16290,952.75
2015,Volkswagen,Other Model Type,Hatchback,FWD,Grey,Other Colour,Gas,Manual,2,,8.69,103210,11.5,9,16990,825.41
2017,Volkswagen,Jetta,Sedan,FWD,Black,Red,Gas,Automatic,4,4,8.23,115105,12.2,7,19490,1012.63
2018,Volkswagen,Other Model Type,Sedan,FWD,Grey,Other Colour,Gas,Automatic,4,4,8.04,126375,12.4,6,19900,1021.45
2012,Volkswagen,Other Model Type,Convertible,FWD,Beige,Red,Gas,Automatic,2,,8.24,36701,12.1,12,19980,1711.31
2017,Volkswagen,Other Model Type,Wagon,AWD,Black,White,Gas,Automatic,4,4,9.43,159157,10.6,7,19990,768.13
2019,Volkswagen,Jetta,Sedan,FWD,Black,Blue,Gas,Manual,4,,7.0,68400,14.3,5,20499,1961.0
2015,Volkswagen,Other Model Type,Compact,FWD,Other Colour,White,Gas,Automatic,2,4,8.52,105595,11.7,9,18999,903.97
2019,Volkswagen,Tiguan,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.75,214099,10.3,5,21639,724.2
2014,Volkswagen,Other Model Type,SUV,AWD,Black,Other Colour,Diesel,Automatic,4,,8.96,164403,11.2,10,21788,624.65
2016,Volkswagen,Other Model Type,Sedan,FWD,Tan,White,Gas,Automatic,4,4,8.01,70843,12.5,8,21790,1617.21
2019,Volkswagen,Jetta,Sedan,FWD,Black,Blue,Gas,Automatic,4,4,6.95,60926,14.4,5,21892,2314.95
2019,Volkswagen,Jetta,Sedan,FWD,Black,Black,Gas,Automatic,4,4,6.95,61816,14.4,5,22399,2339.21
2019,Volkswagen,Other Model Type,Hatchback,FWD,Black,White,Gas,Automatic,4,4,7.34,69920,13.6,5,22690,2129.32
2018,Volkswagen,Other Model Type,Hatchback,FWD,Black,White,Gas,Automatic,4,4,8.52,32922,11.7,6,22690,3700.43
2017,Volkswagen,Other Model Type,Sedan,FWD,Other Colour,Other Colour,Gas,Automatic,4,4,8.71,112000,11.5,7,22950,1222.75
2017,Volkswagen,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,4,8.71,66000,11.5,7,23450,2005.59
2018,Volkswagen,Other Model Type,Sedan,FWD,Black,Blue,Gas,Automatic,4,4,8.04,86000,12.4,6,23450,1709.9
2019,Volkswagen,Tiguan,SUV,AWD,Grey,White,Gas,Automatic,4,,9.75,136465,10.3,5,23480,1202.34
2020,Volkswagen,Other Model Type,Hatchback,FWD,Other Colour,White,Gas,Automatic,4,4,7.42,70295,13.5,4,23888,2380.02
2019,Volkswagen,Jetta,Sedan,FWD,Black,White,Gas,Automatic,4,,6.95,94951,14.4,5,23990,1714.37
2020,Volkswagen,Other Model Type,Hatchback,FWD,Black,Blue,Gas,Automatic,4,4,7.42,92000,13.5,4,24450,1917.65
2021,Volkswagen,Other Model Type,SUV,AWD,Other Colour,Grey,Gas,Automatic,4,6,12.27,39668,8.1,3,43588,7459.49
2020,Volkswagen,Other Model Type,Hatchback,FWD,Black,Black,Gas,Automatic,4,4,7.42,86000,13.5,4,24850,2070.83
2019,Volkswagen,Tiguan,SUV,AWD,Other Colour,White,Gas,Automatic,4,4,9.75,90588,10.3,5,24888,1855.69
2019,Volkswagen,Other Model Type,Hatchback,FWD,Other Colour,Other Colour,Gas,Automatic,4,4,7.34,41352,13.6,5,24933,3641.48
2019,Volkswagen,Jetta,Sedan,FWD,Grey,Red,Gas,Manual,4,,7.0,74496,14.3,5,24976,2216.91
2014,Volkswagen,Other Model Type,SUV,AWD,Black,White,Diesel,Automatic,4,6,8.96,147000,11.2,10,24995,796.02
2019,Volkswagen,Other Model Type,Wagon,AWD,Other Colour,Black,Gas,Automatic,4,4,9.59,70957,10.4,5,25488,2361.25
2019,Volkswagen,Tiguan,SUV,AWD,Black,Other Colour,Gas,Automatic,4,4,9.75,64507,10.3,5,25490,2565.87
2017,Volkswagen,Other Model Type,Hatchback,FWD,Other Colour,Other Colour,Gas,Manual,4,4,8.48,90324,11.8,7,25775,1669.96
2022,Volkswagen,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,6,11.71,9095,8.5,2,51210,24136.68
2016,Volkswagen,Other Model Type,Hatchback,FWD,Black,Red,Gas,Automatic,4,4,8.46,85062,11.8,8,25888,1633.97
2019,Volkswagen,Jetta,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,4,6.95,48271,14.4,5,25995,3345.79
2020,Volkswagen,Other Model Type,Hatchback,FWD,Other Colour,Other Colour,Gas,Automatic,4,4,7.42,30909,13.5,4,25995,5083.48
2014,Volkswagen,Other Model Type,SUV,AWD,Black,Black,Diesel,Automatic,4,,10.14,203029,9.9,10,25995,610.13
2018,Volkswagen,Tiguan,SUV,AWD,White,White,Gas,Automatic,4,4,10.18,133000,9.8,6,26450,1294.76
2019,Volkswagen,Tiguan,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,9.75,97124,10.3,5,26488,1854.49
2021,Volkswagen,Other Model Type,Hatchback,FWD,Other Colour,White,Gas,Automatic,4,4,7.44,63254,13.4,3,26488,3073.52
2020,Volkswagen,Jetta,Sedan,FWD,Black,White,Gas,Automatic,4,,6.95,90000,14.4,4,26490,2119.2
2019,Volkswagen,Other Model Type,Hatchback,AWD,Black,Other Colour,Gas,Automatic,4,4,9.17,70055,10.9,5,41999,3934.7
2018,Volkswagen,Tiguan,SUV,AWD,Black,Blue,Gas,Automatic,4,4,10.18,65458,9.8,6,26523,2460.45
2019,Volkswagen,Jetta,Sedan,FWD,Other Colour,Blue,Gas,Automatic,4,4,6.95,41815,14.4,5,26595,3849.51
2016,Volkswagen,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,6,12.27,93947,8.1,8,26888,1552.02
2021,Volkswagen,Other Model Type,Hatchback,FWD,Black,Black,Gas,Automatic,4,4,7.44,81455,13.4,3,26909,2500.97
2015,Volkswagen,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,6,12.5,146600,8.0,9,26995,948.1
2021,Volkswagen,Jetta,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,,7.1,66686,14.1,3,27490,3047.04
2020,Volkswagen,Jetta,Sedan,FWD,Black,White,Gas,Automatic,2,4,6.95,72434,14.4,4,27495,2668.32
2019,Volkswagen,Tiguan,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,9.75,92000,10.3,5,27850,2047.79
2020,Volkswagen,Other Model Type,Hatchback,FWD,Other Colour,White,Gas,Automatic,4,4,7.42,23798,13.5,4,27888,6601.1
2022,Volkswagen,Other Model Type,Hatchback,FWD,Black,Blue,Gas,Automatic,4,4,8.27,24025,12.1,2,43999,11638.24
2018,Volkswagen,Tiguan,SUV,AWD,Other Colour,Black,Gas,Automatic,4,4,10.18,109000,9.8,6,27950,1644.12
2018,Volkswagen,Other Model Type,SUV,FWD,Black,Black,Gas,Automatic,4,,9.95,96232,10.1,6,27950,1841.72
2021,Volkswagen,Jetta,Sedan,FWD,Black,Black,Gas,Automatic,4,,7.1,67778,14.1,3,27990,3058.9
2019,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.0,77584,10.0,5,27995,2397.27
2018,Volkswagen,Tiguan,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,10.18,74672,9.8,6,27995,2314.4
2019,Volkswagen,Tiguan,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.75,70685,10.3,5,27998,2602.53
2020,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.24,71521,9.8,4,27999,2747.66
2020,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.24,72340,9.8,4,27999,2720.33
2019,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,9.75,59255,10.3,5,28195,3053.39
2019,Volkswagen,Tiguan,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.75,62212,10.3,5,28216,2930.54
2018,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.18,33412,9.8,6,28248,4554.87
2021,Volkswagen,Jetta,Sedan,FWD,Black,White,Gas,Automatic,4,,7.1,31416,14.1,3,28490,5847.14
2018,Volkswagen,Tiguan,SUV,AWD,Other Colour,Black,Gas,Automatic,4,4,10.18,68395,9.8,6,28494,2544.27
2019,Volkswagen,Tiguan,SUV,AWD,Black,Other Colour,Gas,Automatic,4,4,9.75,57337,10.3,5,28495,3173.78
2018,Volkswagen,Tiguan,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,4,10.18,106326,9.8,6,28590,1720.42
2021,Volkswagen,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,,8.36,84297,12.0,3,28990,2613.18
2020,Volkswagen,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,4,8.71,78627,11.5,4,28999,2617.62
2020,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.24,46013,9.8,4,31499,4498.81
2018,Volkswagen,Other Model Type,Hatchback,AWD,Black,Blue,Gas,Automatic,4,4,9.75,138637,10.3,6,29010,1366.21
2018,Volkswagen,Tiguan,SUV,AWD,Other Colour,White,Gas,Automatic,4,4,10.18,72249,9.8,6,29488,2509.65
2018,Volkswagen,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,6,12.08,124220,8.3,6,29730,1550.51
2017,Volkswagen,Other Model Type,Hatchback,FWD,Black,White,Gas,Automatic,4,4,8.52,69000,11.7,7,29777,2450.01
2016,Volkswagen,Other Model Type,Hatchback,AWD,Black,Black,Gas,Manual,4,4,9.46,91221,10.6,8,29800,1766.43
2018,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.18,89000,9.8,6,29850,2110.61
2021,Volkswagen,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,,8.36,75227,12.0,3,29890,2981.04
2021,Volkswagen,Other Model Type,Sedan,FWD,Black,Blue,Gas,Automatic,4,,8.36,72806,12.0,3,29890,3068.2
2021,Volkswagen,Other Model Type,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,,8.36,65259,12.0,3,29890,3375.88
2018,Volkswagen,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,4,6,12.08,98935,8.3,6,32139,2065.2
2020,Volkswagen,Tiguan,SUV,AWD,Black,White,Gas,Automatic,4,4,10.24,105000,9.8,4,29950,2083.48
2021,Volkswagen,Jetta,Sedan,FWD,Black,White,Gas,Automatic,4,,7.1,74643,14.1,3,29990,3011.65
2021,Volkswagen,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,,8.36,69979,12.0,3,29990,3187.27
2022,Volkswagen,Other Model Type,SUV,FWD,Black,Other Colour,Gas,Automatic,4,4,7.59,27580,13.2,2,30888,7397.34
2019,Volkswagen,Tiguan,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,9.75,55204,10.3,5,30919,3556.42
2021,Volkswagen,Jetta,Sedan,FWD,Black,Blue,Gas,Automatic,4,,7.1,14495,14.1,3,30990,10753.83
2019,Volkswagen,Jetta,Sedan,FWD,Other Colour,Other Colour,Gas,Manual,4,4,7.0,74354,14.3,5,24748,2200.37
2019,Volkswagen,Tiguan,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.75,90586,10.3,5,31103,2319.13
2019,Volkswagen,Tiguan,SUV,AWD,Other Colour,Black,Gas,Automatic,4,4,9.75,67106,10.3,5,31488,3062.8
2021,Volkswagen,Jetta,Sedan,FWD,Black,Other Colour,Gas,Automatic,4,,7.1,26831,14.1,3,31490,7267.38
2019,Volkswagen,Tiguan,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.75,75000,10.3,5,31777,2803.85
2019,Volkswagen,Tiguan,SUV,AWD,Brown,Black,Gas,Automatic,4,4,9.75,102298,10.3,5,26990,1802.57
2019,Volkswagen,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,6,12.18,112288,8.2,5,36990,2268.62
2017,Volkswagen,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,12.27,113422,8.1,7,31888,1679.38
